“sample”,”error_0","error_1_e_minus_5","error_1_e_minus_4","error_1_e_minus_3","error_1_e_minus_2","error_1_e_minus_1","error_2_e_minus_1","error_3_e_minus_1","error_4_e_minus_1","error_5_e_minus_1","error_6_e_minus_1","error_7_e_minus_1","error_8_e_minus_1"
"771",32,64,53,71,119,442,743,1307,1713,2609,3500,5994,9400
"772",31,49,42,73,97,463,750,1141,1817,2592,3391,5648,9309
"773",32,51,54,73,118,398,816,1251,1663,2416,3432,5785,9178
"774",33,74,44,85,140,399,749,1256,1827,2682,3408,5683,9372
"775",29,59,60,56,107,427,858,1315,1630,2611,3460,5651,9596
"776",35,69,52,54,142,397,794,1249,1744,2433,3441,5843,9123
"777",36,36,69,75,119,400,825,1147,1839,2424,3334,5900,9670
"778",37,51,64,62,96,413,846,1209,1722,2738,3536,5703,9707
"779",36,63,45,72,139,403,748,1142,1596,2777,3454,5799,9309
"780",32,44,40,58,93,449,813,1289,1809,2559,3363,5818,9358
"781",39,48,36,60,106,401,782,1167,1715,2435,3594,5695,9151
"782",37,67,53,77,144,437,821,1183,1728,2606,3459,5377,8977
"783",40,59,63,66,112,449,813,1282,1963,2436,3673,5414,9472
"784",38,57,65,67,140,451,887,1261,1670,2934,3612,5619,9238
"785",40,54,50,70,134,421,835,1205,1916,2291,3359,5227,9316
"786",38,75,55,58,163,382,821,1200,1821,2447,3778,5726,8775
"787",41,71,54,57,124,391,854,1121,1713,2551,3764,5692,8973
"788",37,32,67,71,149,429,714,1194,1614,2671,3420,5843,9218
"789",36,36,57,75,97,379,807,1190,1697,2368,3252,6240,9243
"790",33,34,55,76,95,375,864,1123,1759,2582,3763,5393,9167
"791",31,35,80,72,117,413,779,1227,1579,2704,3434,5691,9232
"792",34,61,56,80,112,400,885,1227,1826,2580,3277,5543,9161
"793",34,55,52,50,128,360,817,1196,2091,2580,3612,5365,9589
"794",34,71,54,48,116,441,812,1278,1811,2681,3791,5907,9688
"795",30,59,50,52,110,383,821,1231,1738,2317,3306,5567,9011
"796",33,59,44,53,125,474,827,1296,1698,2475,3498,5710,9426
"797",35,68,64,47,113,413,756,1266,1778,2308,3500,5064,9158
"798",38,32,70,52,110,441,748,1146,1762,2419,3639,5647,9217
"799",32,36,70,54,134,457,766,1279,1734,2600,3306,5204,9587
"800",41,34,69,65,105,437,824,1216,1607,2469,3791,5551,9373
"801",54,47,67,74,127,507,839,1158,1764,2561,3404,5702,9161
"802",36,52,80,59,123,422,881,1210,1773,2460,3295,5537,9547
"803",32,58,58,76,118,418,812,1390,1678,2713,3487,5698,9809
"804",32,60,60,63,111,458,937,1162,1807,2807,3470,5884,9224
"805",39,51,50,63,122,391,810,1204,1810,2698,3761,5451,9655
"806",35,60,62,66,102,470,691,1134,1885,2791,3579,5968,9525
"807",32,66,68,61,130,420,725,1325,1605,2800,3466,5857,9528
"808",37,33,52,86,99,396,832,1170,1802,2582,3518,5457,9343
"809",39,40,44,95,116,459,826,1185,1812,2492,3241,5481,9066
"810",41,50,60,54,121,437,737,1231,1727,2775,3635,5815,9435
"811",37,49,70,51,127,469,885,1242,1832,2631,3635,5427,9200
"812",30,35,77,59,119,442,763,1266,1733,2547,3534,5621,9049
"813",27,38,85,63,148,406,758,1410,1601,2277,3731,6220,8472
"814",28,39,55,56,119,404,824,1187,1786,2594,3343,5719,9026
"815",32,39,62,65,101,417,851,1191,1637,2760,3604,5447,9499
"816",33,54,65,64,116,422,891,1207,1611,2444,3430,5283,9075
"817",32,50,53,67,129,402,822,1254,1726,2395,3429,5463,9006
"818",36,44,49,60,128,395,719,1263,1759,2393,3672,5507,9376
"819",34,51,47,66,113,419,884,1190,1713,2482,3169,5447,9382
"820",36,49,63,75,121,393,822,1161,1894,2646,3416,5722,9690
"821",33,55,60,64,118,476,804,1101,1752,2353,3553,5897,9357
"822",33,54,58,78,118,425,876,1247,1856,2789,3654,5478,9486
"823",37,55,84,66,114,478,743,1332,1751,2578,3506,5600,9261
"824",36,60,56,65,110,410,779,1192,1769,2351,3340,5194,9168
"825",32,38,64,66,120,500,774,1100,1691,2515,3886,5446,9355
"826",61,37,56,91,133,416,883,1146,1749,2489,3432,5383,9486
"827",31,45,66,88,140,439,857,1212,1741,2535,3805,5623,9597
"828",30,46,56,52,99,479,813,1275,1837,2627,3316,5662,9275
"829",35,43,52,52,107,438,735,1169,1923,2503,3526,5857,8869
"830",37,44,54,56,97,378,806,1069,1738,2592,3460,5474,9288
"831",42,53,56,70,115,436,809,1231,1803,2455,3393,5552,8593
"832",39,52,74,79,111,455,847,1229,1697,2482,3451,5492,9790
"833",38,58,86,71,112,472,740,1210,1861,2490,3329,6054,8913
"834",30,62,59,57,110,441,817,1206,1773,2441,3355,5452,9590
"835",32,69,63,76,127,484,767,1164,1798,2327,3501,5536,8899
"836",33,37,56,68,109,430,753,1077,1783,2491,3224,5326,9323
"837",33,34,64,63,114,418,822,1256,1612,2359,3503,5367,9193
"838",32,35,71,76,121,471,808,1167,1751,2451,3458,5621,9497
"839",34,41,72,61,116,443,900,1106,1693,2512,3534,5417,9187
"840",26,53,75,79,185,401,880,1243,1668,2567,3467,5666,9047
"841",33,48,76,62,113,428,845,1160,1757,2557,3477,5404,9252
"842",40,57,73,55,105,385,877,1052,1698,2700,3442,5742,8969
"843",39,61,72,65,154,439,797,1108,1710,2530,3552,5835,10203
"844",36,61,32,87,113,468,911,1124,1771,2526,3437,5797,9801
"845",31,66,50,94,110,435,852,1055,1838,2470,3626,5019,9784
"846",35,43,70,44,127,387,702,1127,1685,2433,3415,5543,9500
"847",36,46,68,44,126,413,830,1166,1763,2647,3574,5849,10089
"848",41,46,71,48,134,443,771,1372,1719,2629,3159,5394,9244
"849",38,56,58,69,105,396,903,1136,1704,2267,3329,5378,8813
"850",37,54,68,49,126,450,828,1217,1802,2314,3507,5480,9185
"851",53,57,71,58,135,486,899,1175,1638,2465,3549,5330,8980
"852",30,39,65,60,115,430,804,1202,1676,2600,3230,5460,9210
"853",37,53,83,61,104,447,774,1143,1797,3005,3523,6152,10015
"854",39,42,57,58,134,417,909,1183,1731,2597,3621,5791,10365
"855",42,44,52,73,103,438,714,1200,1698,2526,3579,5790,9286
"856",30,42,65,62,124,421,800,1176,1753,2501,3555,5720,8795
"857",27,53,57,61,121,423,770,1156,1740,2529,3249,5789,9617
"858",32,46,64,66,118,413,897,1120,1741,2538,3664,5217,9578
"859",31,53,74,71,112,445,796,1214,1863,2512,3661,5392,8967
"860",33,47,73,60,123,411,821,1165,1614,2444,3512,5907,9086
"861",33,78,63,63,124,431,780,1114,1755,2469,3442,5893,9130
"862",35,37,82,64,144,428,791,1155,1850,2632,3615,5359,10359
"863",35,31,61,84,111,401,858,1115,1587,2558,3694,5451,9260
"864",37,32,64,70,107,436,789,1105,1798,2239,3447,5556,9045
"865",32,32,52,71,120,476,836,1353,1734,2402,3274,5488,9681
"866",33,31,45,73,113,425,732,1179,1807,2327,3318,5739,9293
"867",35,33,61,60,119,456,716,1165,1733,2789,3388,5218,9747
"868",35,37,75,48,130,394,936,1280,1635,2633,3581,5632,9413
"869",34,38,74,61,132,432,771,1148,1653,2487,3380,5750,9093
"870",39,54,61,65,138,392,822,1176,1902,2436,3403,5583,9293
"871",38,59,80,76,143,461,859,1191,1872,2427,3449,5239,8766
"872",36,46,43,64,104,385,749,1128,1814,2438,3563,5322,9604
"873",41,59,58,70,133,391,830,1181,1688,2434,3623,5418,9675
"874",34,32,69,68,115,501,746,1206,1838,2508,3512,5502,9557
"875",40,50,54,59,138,462,808,1236,1718,2306,3403,5457,9554
"876",31,35,66,79,111,362,795,1172,1661,2653,3376,5584,9068
"877",27,37,75,84,84,432,749,1198,1780,2536,3456,6028,10493
"878",36,41,52,70,104,399,849,1243,1833,2591,3527,5368,8945
"879",47,53,28,67,98,402,802,1180,1768,2727,3369,5694,8706
"880",25,46,37,87,123,464,827,1244,1689,2475,3632,5602,9217
"881",24,55,38,85,163,383,867,1101,1823,2547,3458,5471,9649
"882",29,46,39,69,136,414,788,1225,1757,2523,3457,6208,9166
"883",29,58,49,50,118,374,932,1169,1838,2567,3314,5639,9265
"884",25,35,49,59,137,448,803,1229,1803,2576,3435,5545,8996
"885",29,36,51,76,120,431,801,1179,1797,2415,3575,5460,9623
"886",36,35,63,58,125,365,773,1116,1613,2576,3278,5162,9142
"887",33,39,44,64,124,394,798,1119,1876,2383,3330,5671,9511
"888",35,53,41,73,124,384,830,1338,1837,2450,3716,5640,9896
"889",41,43,56,60,131,405,760,1234,1710,2502,3711,5355,9180
"890",36,45,41,74,151,431,902,1269,1616,2591,3323,5301,10041
"891",39,44,37,83,133,409,778,1070,1753,2500,3543,5553,9353
"892",37,45,37,66,165,459,951,1120,1862,2473,3316,5364,9524
"893",40,78,54,69,140,434,836,1232,1830,2484,3449,5900,9453
"894",35,47,67,65,136,381,813,1207,1826,2457,3448,5361,9016
"895",38,37,71,66,154,418,856,1216,1821,2447,3472,5668,9223
"896",42,57,55,81,115,407,869,1146,1801,2371,3330,5534,9240
"897",57,49,68,71,130,528,798,1205,1682,2416,3376,5750,9253
"898",40,50,58,72,120,445,834,1252,1662,2647,3123,5889,9598
"899",35,34,64,79,118,391,805,1145,1740,2473,3264,5727,9210
"900",32,33,47,58,133,430,930,1272,1694,2426,3579,5339,10192
"901",31,38,57,58,117,514,819,1185,1816,2226,3502,5484,9706
"902",30,58,57,59,110,419,767,1166,1811,2509,3567,5961,9422
"903",30,45,61,58,124,446,829,1208,1865,2572,3603,5209,9293
"904",30,50,67,61,116,438,810,1138,1706,2445,3679,5896,10526
"905",30,51,54,74,120,417,807,1139,1732,2339,3941,5414,10184
"906",32,47,66,58,136,530,793,1154,1766,2571,3352,5186,8777
"907",33,49,73,90,126,395,901,1172,1784,2391,3581,5583,9389
"908",33,50,72,66,96,430,698,1261,1726,2592,3822,5408,9129
"909",35,72,79,76,84,432,786,1117,1616,2538,3424,5788,9047
"910",39,30,85,66,96,385,740,1206,1693,2476,3912,5979,9147
"911",37,32,41,65,115,451,830,1258,1796,2592,3364,5890,9134
"912",30,34,39,69,139,490,798,1240,1665,2487,3461,5431,9293
"913",39,31,58,57,109,456,773,1184,1660,2371,3439,5778,9209
"914",37,32,60,67,104,402,792,1170,1662,2428,3393,5604,8750
"915",39,33,69,69,141,498,841,1173,1722,2608,3495,5752,9080
"916",38,48,65,82,134,430,847,1274,1702,2496,3239,5342,9042
"917",39,42,52,83,125,472,810,1181,1720,2471,3609,5586,10246
"918",38,50,62,54,125,355,803,1258,1690,2416,3516,5407,9811
"919",37,57,64,59,115,402,836,1285,1590,2417,3598,5282,9983
"920",27,68,74,52,104,548,814,1357,1891,2497,3505,5360,10083
"921",30,32,70,52,121,421,840,1232,1823,2469,3543,5696,9473
"922",40,32,30,60,123,449,799,1206,1647,2399,3382,5556,9236
"923",39,37,43,64,129,419,719,1215,1808,2490,3444,5222,8965
"924",33,37,47,72,119,527,775,1199,1753,2538,3585,5539,9008
"925",36,42,55,58,141,408,756,1325,1644,2449,3372,5923,8550
"926",38,42,61,63,149,405,811,1170,1762,2648,3812,5674,9007
"927",53,42,63,73,114,435,864,1298,1738,2448,3484,5586,9295
"928",27,42,63,57,96,456,807,1381,1741,2724,3475,5620,9168
"929",30,44,69,69,117,397,829,1260,1803,2713,3477,5751,9264
"930",28,66,58,67,124,412,847,1111,1899,2568,3740,5972,9138
"931",30,35,85,69,126,431,894,1253,1774,2535,3735,5759,9303
"932",27,37,57,75,135,433,722,1092,1689,2483,3514,6026,10134
"933",30,35,59,64,125,402,850,1299,1683,2468,3402,5287,9379
"934",31,41,67,68,136,403,834,1189,1710,2944,3559,5470,9757
"935",31,42,66,91,109,379,785,1150,1617,2476,3717,5482,9660
"936",54,56,67,44,120,409,890,1298,1812,2295,3354,5786,9061
"937",31,51,67,52,128,429,892,1211,1771,2631,3675,5365,8902
"938",29,44,72,45,124,367,756,1244,1742,2628,3440,5383,9282
"939",31,47,57,53,127,416,738,1098,1775,2542,3532,5563,9407
"940",43,61,69,50,104,416,758,1288,2346,2736,3440,5791,9307
"941",35,37,83,62,118,423,791,1276,1661,2452,3816,5616,9372
"942",44,38,54,58,143,438,793,1175,1913,2541,3532,5490,9638
"943",32,40,62,59,126,457,718,1137,1738,2701,3434,5787,9794
"944",23,43,65,81,118,436,799,1182,1800,2490,3550,6092,10206
"945",33,39,67,65,120,397,760,1121,1859,2526,3615,5173,8999
"946",31,26,69,63,118,459,829,1332,1739,2399,3611,5743,9801
"947",33,33,49,61,127,446,910,1158,1774,2484,3248,6159,9608
"948",36,52,60,98,122,427,832,1257,1718,2753,3400,5830,9149
"949",31,33,56,72,103,440,855,1248,1708,2275,3413,5647,9399
"950",34,36,87,74,145,483,747,1161,1823,2289,3441,5465,9223
"951",32,38,69,71,138,441,768,1288,1671,2624,3459,5330,9108
"952",35,36,49,78,124,433,792,1220,1682,2501,3323,5485,9217
"953",36,40,63,104,118,393,759,1177,1669,2472,3239,5806,8658
"954",37,36,68,47,132,438,867,1253,1941,2539,3962,5477,8973
"955",32,37,52,45,112,389,763,1222,1634,2417,3634,5280,9174
"956",39,42,65,49,128,447,966,1289,1732,2626,3389,6055,9295
"957",38,56,65,47,173,482,863,1255,1724,2400,3585,5642,9455
"958",41,33,50,63,125,486,770,1254,1725,2582,3480,5866,8997
"959",41,33,64,67,103,398,903,1126,1685,2712,3608,5626,9173
"960",44,34,79,57,111,482,801,1340,1716,2308,3420,5516,8933
"961",61,35,83,61,109,344,783,1128,1755,2496,3391,5784,9116
"962",32,35,58,65,100,462,720,1293,1792,2661,3443,5625,9607
"963",32,42,49,64,144,418,741,1204,1793,2693,3386,5619,9582
"964",28,53,62,56,126,453,789,1193,1726,2617,3458,5489,8654
"965",26,50,65,74,137,446,703,1200,1707,2331,3541,5363,9335
"966",29,54,71,67,117,440,800,1271,1793,2340,3391,5991,9691
"967",30,55,71,64,116,415,804,1117,1759,2554,3303,5313,9348
"968",33,65,51,65,143,433,740,1368,1752,2572,3563,5565,9519
"969",32,33,63,67,131,462,804,1218,1766,2720,3423,5357,8992
"970",30,37,80,93,112,448,799,1299,1661,2360,3477,5056,9883
"971",35,35,83,45,120,393,982,1267,1816,2388,3340,5852,9095
"972",35,38,58,57,140,393,818,1235,1701,2474,3328,5704,9342
"973",33,38,46,51,138,443,841,1180,1804,2466,3576,5993,9610
"974",38,52,63,59,129,497,730,1196,1696,2466,3508,5844,9584
"975",35,44,68,75,130,413,832,1143,1817,2449,3700,5636,8878
"976",38,43,55,61,138,407,863,1256,1751,2299,3391,5827,10108
"977",37,43,67,63,121,391,772,1291,1785,2501,4239,5746,9164
"978",41,64,57,66,126,439,862,1194,1671,2726,3558,5612,9898
"979",35,49,70,86,142,456,920,1198,1815,2354,3287,5661,9713
"980",35,53,76,84,122,467,878,1299,1812,2522,3531,6177,8610
"981",39,47,82,66,95,433,802,1253,1765,2434,3530,5626,9509
"982",38,51,57,67,111,396,811,1188,1657,2485,3530,5665,9586
"983",40,56,63,64,122,415,872,1323,1675,2704,3536,5658,9529
"984",42,59,53,78,116,369,828,1086,1793,2579,3398,5460,9939
"985",31,54,63,69,123,437,775,1213,1769,2748,3521,5254,9480
"986",30,33,68,71,140,404,719,1170,1867,2492,3345,5354,9422
"987",33,42,70,77,111,405,964,1138,1774,2610,3376,5666,9215
"988",30,53,61,80,103,429,645,1203,1747,2516,3748,5850,9367
"989",27,60,67,55,117,412,831,1219,1659,2491,3469,5394,9328
"990",32,60,77,53,106,462,943,1176,1662,2502,3458,5129,9405
"991",36,48,72,58,124,444,759,1220,1753,2637,3729,5777,9194
"992",34,44,45,55,137,459,819,1230,1735,2778,3564,5208,9742
"993",55,72,53,59,130,441,848,1229,1615,2599,3393,5487,8859
"994",26,52,69,49,104,499,875,1324,1926,2428,3435,5544,9735
"995",26,35,62,51,134,493,821,1205,1871,2658,3394,5397,9276
"996",31,33,87,60,125,445,845,1185,1748,2407,3506,5843,9077
"997",30,31,77,76,161,446,846,1155,1650,2521,3291,5560,9749
"998",26,37,74,58,117,389,809,1214,1729,2578,3662,5609,9393
"999",32,35,76,75,111,403,773,1279,1724,2411,3425,5167,9254
"1000",38,36,80,69,131,492,830,1315,1842,2801,3511,5799,9524
